customer_id,name,gender,country,dob,onboarding_date,pep_flag
CUST265,Rahul,Male,UK,2000-05-21,2020-02-20,1
CUST266,Vihaan,Male,US,2004-06-08,2019-04-24,0
CUST267,Noah,Male,UK,1999-05-08,2019-11-03,0
CUST268,Vihaan,Male,US,2002-09-01,2022-08-15,1
CUST269,David,Male,India,1979-05-26,2018-10-14,0
CUST270,Rahul,Male,India,1996-04-06,2018-08-26,0
CUST271,Oliver,Male,US,1980-04-01,2020-03-06,1
CUST272,Oliver,Male,UK,1992-12-18,2021-04-17,0
CUST273,David,Male,US,2003-07-18,2018-07-22,1
CUST274,Rahul,Male,US,1975-08-20,2021-11-14,0
CUST275,James,Male,India,1994-02-10,2023-05-01,1
CUST276,Vihaan,Male,UK,2004-12-03,2020-01-23,1
CUST277,Aarav,Male,India,1992-01-10,2019-07-20,0
CUST278,James,Male,India,1978-04-11,2021-09-19,0
CUST279,Aarav,Male,India,2009-06-16,2019-11-15,0
CUST280,Noah,Male,UK,1983-05-16,2018-05-21,0
CUST281,Noah,Male,India,1983-11-08,2022-07-24,1
CUST282,Arjun,Male,UK,2009-07-17,2023-01-19,0
CUST283,Rahul,Male,UK,1980-08-27,2018-09-24,1
CUST284,Arjun,Male,India,1979-02-05,2021-09-15,0
CUST285,Aarav,Male,India,1990-03-27,2022-06-06,1
CUST286,Aarav,Male,India,1981-12-24,2019-06-28,0
CUST287,David,Male,UK,1997-10-06,2018-08-21,0
CUST288,James,Male,US,1994-04-10,2022-05-13,0
CUST289,James,Male,UK,1996-10-06,2019-03-30,0
CUST290,Oliver,Male,UK,1987-09-11,2020-07-27,0
CUST291,Aarav,Male,US,1995-08-26,2022-10-02,1
CUST292,Vihaan,Male,US,1996-02-27,2021-12-29,0
CUST293,Vihaan,Male,India,1988-08-12,2021-05-30,0
CUST294,Arjun,Male,UK,1986-07-02,2021-07-02,1
CUST295,David,Male,US,2000-12-17,2020-12-22,1
CUST296,Oliver,Male,India,2001-04-28,2020-05-31,0
CUST297,Oliver,Male,India,2006-07-02,2022-11-08,1
CUST298,James,Male,US,1984-05-31,2020-04-27,1
CUST299,David,Male,India,1992-10-28,2022-02-03,1
CUST300,David,Male,US,1988-03-08,2021-09-24,1
CUST301,Arjun,Male,US,2004-12-21,2023-03-06,0
CUST302,Vihaan,Male,US,1977-12-29,2018-07-10,0
CUST303,John,Male,India,1980-01-01,2021-02-13,1
CUST304,Vihaan,Male,UK,1992-08-04,2019-12-26,1
CUST305,Aarav,Male,US,1987-01-25,2021-05-14,1
CUST306,Vihaan,Male,India,2000-02-02,2020-11-05,0
CUST307,James,Male,India,1984-03-23,2022-10-02,1
CUST308,Oliver,Male,US,1990-08-27,2018-08-24,0
CUST309,David,Male,UK,1999-04-30,2023-06-19,0
CUST310,Noah,Male,UK,2003-09-03,2022-08-26,1
CUST311,Aarav,Male,UK,1982-04-04,2019-07-14,1
CUST312,John,Male,India,1989-11-29,2018-01-13,0
CUST313,Noah,Male,India,2003-08-26,2020-03-31,0
CUST314,Aarav,Male,UK,1978-04-13,2022-03-09,0
CUST315,David,Male,US,1992-12-30,2020-07-18,0
CUST316,John,Male,US,1988-02-22,2022-01-17,0
CUST317,Aarav,Male,UK,1981-02-22,2018-11-19,0
CUST318,Vihaan,Male,UK,1986-05-16,2020-06-26,1
CUST319,James,Male,US,2001-05-25,2020-06-24,1
CUST320,Kabir,Male,India,2008-01-11,2020-11-15,1
CUST321,David,Male,UK,1979-02-20,2019-08-04,1
CUST322,Oliver,Male,India,2004-02-03,2019-09-24,0
CUST323,David,Male,India,2001-01-18,2018-04-23,0
CUST324,Rahul,Male,India,1983-08-22,2022-04-21,1
CUST325,Rahul,Male,India,1988-11-18,2018-09-03,1
CUST326,David,Male,US,1982-01-17,2018-09-22,0
CUST327,Oliver,Male,UK,1999-03-25,2022-09-03,1
CUST328,Vihaan,Male,UK,1991-12-23,2022-10-31,0
CUST329,David,Male,India,1975-01-03,2020-07-30,1
CUST330,Noah,Male,US,1993-06-03,2021-03-20,1
CUST331,Rahul,Male,India,1979-05-02,2020-04-09,1
CUST332,Arjun,Male,UK,2001-11-22,2020-07-31,1
CUST333,Vihaan,Male,India,1993-10-03,2022-09-26,0
CUST334,David,Male,UK,2000-07-31,2020-03-31,0
CUST335,David,Male,US,1988-01-31,2022-03-08,0
CUST336,John,Male,India,2009-02-11,2018-12-11,0
CUST337,Oliver,Male,US,1997-01-15,2019-02-02,1
CUST338,Arjun,Male,India,1984-10-06,2018-07-30,1
CUST339,Kabir,Male,India,1981-12-12,2021-05-18,0
CUST340,Arjun,Male,US,2008-10-31,2021-07-10,1
CUST341,Noah,Male,US,2008-04-01,2021-04-01,1
CUST342,John,Male,India,1980-12-08,2020-06-19,1
CUST343,James,Male,US,2002-06-27,2019-09-13,0
CUST344,John,Male,US,1996-12-03,2018-06-01,1
CUST345,James,Male,US,1975-11-08,2018-04-27,1
CUST346,Vihaan,Male,India,2003-01-31,2022-11-05,1
CUST347,James,Male,UK,2000-03-13,2021-02-09,0
CUST348,James,Male,India,1999-10-23,2021-08-27,1
CUST349,Noah,Male,India,1995-07-02,2020-10-23,0
CUST350,James,Male,US,1978-10-22,2022-07-19,0
CUST351,Oliver,Male,India,2003-02-24,2018-12-20,0
CUST352,James,Male,UK,1993-11-16,2020-12-09,0
CUST353,John,Male,US,1990-11-21,2023-02-23,1
CUST354,David,Male,UK,2008-11-26,2019-11-24,0
CUST355,John,Male,India,1977-02-13,2019-11-07,1
CUST356,Rahul,Male,UK,1985-06-20,2022-01-22,0
CUST357,John,Male,UK,1977-10-27,2021-04-08,0
CUST358,John,Male,UK,1988-01-30,2023-06-05,1
CUST359,Arjun,Male,India,2000-11-09,2021-12-22,1
CUST360,Oliver,Male,US,1991-01-23,2021-08-10,0
CUST361,Oliver,Male,UK,1978-05-11,2021-08-16,1
CUST362,Oliver,Male,US,1990-05-25,2018-02-07,1
CUST363,Arjun,Male,US,1983-10-10,2019-12-01,0
CUST364,Kabir,Male,India,1980-05-02,2018-11-14,1
CUST365,Vihaan,Male,UK,1996-12-08,2022-04-28,0
CUST366,John,Male,India,2008-07-16,2021-06-19,1
CUST367,Arjun,Male,UK,1981-06-11,2019-01-06,0
CUST368,James,Male,US,1976-02-15,2020-04-21,0
CUST369,James,Male,UK,2001-07-21,2019-08-07,1
CUST370,Kabir,Male,US,1998-02-13,2019-05-05,1
CUST371,Kabir,Male,UK,1990-08-31,2021-10-21,1
CUST372,James,Male,US,2008-09-05,2019-08-01,1
CUST373,Arjun,Male,UK,1983-02-14,2022-06-29,0
CUST374,Rahul,Male,US,1976-07-03,2021-08-06,1
CUST375,Oliver,Male,UK,1978-10-07,2021-12-27,0
CUST376,Rahul,Male,India,1977-12-05,2022-04-12,1
CUST377,James,Male,US,1997-03-11,2018-10-29,0
CUST378,Kabir,Male,US,1994-05-27,2022-12-17,0
CUST379,David,Male,UK,1976-07-21,2020-03-22,1
CUST380,Kabir,Male,US,1991-06-27,2018-06-17,0
CUST381,Aarav,Male,India,1988-06-17,2023-03-22,1
CUST382,Arjun,Male,US,1980-05-03,2018-03-20,1
CUST383,Arjun,Male,US,2008-03-15,2021-12-15,1
CUST384,Noah,Male,India,1974-05-27,2023-01-30,0
CUST385,Rahul,Male,India,1983-11-03,2022-09-07,1
CUST386,Vihaan,Male,India,2008-12-24,2019-08-14,1
CUST387,Vihaan,Male,US,1976-04-22,2019-05-04,1
CUST388,Vihaan,Male,US,1979-02-20,2022-09-10,0
CUST389,Oliver,Male,UK,1999-12-17,2019-05-11,0
CUST390,Rahul,Male,UK,1993-06-02,2018-01-04,1
CUST391,Kabir,Male,India,1999-10-06,2020-05-03,0
CUST392,Oliver,Male,UK,1990-05-05,2018-05-19,0
CUST393,David,Male,UK,1995-04-03,2018-03-31,1
CUST394,John,Male,India,1985-07-17,2022-03-11,1
CUST395,Vihaan,Male,UK,1989-08-19,2019-05-09,0
CUST396,Noah,Male,US,2007-02-22,2022-03-30,0
CUST397,Aarav,Male,US,1989-12-20,2021-01-23,0
CUST398,James,Male,UK,2005-05-11,2020-09-07,0
CUST399,Arjun,Male,US,1976-12-29,2022-01-06,0
CUST400,Rahul,Male,India,1983-03-17,2018-03-31,0
CUST401,John,Male,US,1988-01-28,2020-11-21,1
CUST402,Rahul,Male,UK,1975-10-22,2022-03-23,0
CUST403,Rahul,Male,India,1990-03-06,2022-11-01,1
CUST404,Rahul,Male,US,1979-10-01,2022-06-26,1
CUST405,David,Male,US,2007-07-05,2020-06-19,1
CUST406,Arjun,Male,US,1996-06-03,2021-11-18,1
CUST407,Oliver,Male,India,1986-02-16,2022-06-29,1
CUST408,Vihaan,Male,India,1993-06-25,2021-05-18,1
CUST409,John,Male,US,1978-10-07,2018-06-13,1
CUST410,Rahul,Male,UK,1994-03-02,2021-05-19,1
CUST411,Arjun,Male,US,2005-02-08,2020-06-28,1
CUST412,Aarav,Male,US,2006-10-08,2022-11-17,1
CUST413,Rahul,Male,India,2002-11-07,2022-06-09,0
CUST414,David,Male,UK,1990-06-18,2020-11-16,0
CUST415,Aarav,Male,UK,1980-07-27,2022-10-05,1
CUST416,Aarav,Male,India,1979-10-30,2018-05-18,1
CUST417,John,Male,UK,1991-05-04,2023-04-29,0
CUST418,Noah,Male,US,1981-01-17,2021-10-22,1
CUST419,John,Male,India,1994-01-29,2022-04-12,0
CUST420,Oliver,Male,US,1990-08-17,2020-03-26,1
CUST421,Kabir,Male,UK,1979-04-03,2018-02-23,0
CUST422,James,Male,UK,1997-05-22,2020-03-03,0
CUST423,Rahul,Male,UK,2008-12-05,2019-06-18,1
CUST424,Kabir,Male,UK,2001-08-11,2019-08-08,1
CUST425,Kabir,Male,India,1979-09-01,2018-10-05,1
CUST426,Arjun,Male,India,2006-03-01,2020-06-30,1
CUST427,John,Male,UK,2005-12-29,2018-05-13,1
CUST428,Rahul,Male,UK,1981-03-25,2021-12-28,0
CUST429,John,Male,India,1996-12-26,2019-04-05,0
CUST430,Arjun,Male,US,1984-10-13,2022-06-07,0
CUST431,John,Male,US,1999-01-07,2021-03-18,1
CUST432,Oliver,Male,India,1979-12-27,2021-06-07,0
CUST433,Rahul,Male,UK,1992-01-10,2022-01-08,1
CUST434,Oliver,Male,US,1992-08-04,2022-04-25,0
CUST435,Arjun,Male,India,1988-05-21,2021-08-08,1
CUST436,James,Male,US,2004-09-02,2020-11-25,0
CUST437,Oliver,Male,India,2002-11-12,2021-04-18,0
CUST438,David,Male,India,1996-09-20,2023-02-09,0
CUST439,Oliver,Male,India,1981-01-11,2019-09-15,0
CUST440,John,Male,US,2005-12-25,2019-04-07,1
CUST441,Vihaan,Male,UK,1985-05-28,2019-02-07,1
CUST442,Arjun,Male,UK,2002-03-15,2019-09-13,0
CUST443,Oliver,Male,UK,2002-12-01,2018-12-12,0
CUST444,Arjun,Male,UK,2003-09-18,2021-07-02,1
CUST445,Noah,Male,India,1976-01-05,2022-08-18,0
CUST446,Aarav,Male,UK,2002-12-09,2022-04-29,1
CUST447,Kabir,Male,US,2008-07-26,2021-03-17,0
CUST448,James,Male,US,2002-04-19,2021-01-22,1
CUST449,James,Male,UK,1985-02-24,2022-07-07,1
CUST450,Rahul,Male,UK,1994-07-05,2018-05-30,0
CUST451,Arjun,Male,US,1993-11-19,2020-05-01,1
CUST452,Kabir,Male,India,1989-06-04,2021-05-27,1
CUST453,John,Male,US,2007-02-06,2022-10-29,1
CUST454,Arjun,Male,UK,2008-04-14,2020-01-29,0
CUST455,John,Male,India,1985-01-03,2020-08-13,1
CUST456,James,Male,India,1985-04-14,2018-10-16,0
